filename,drone_type,capture_id,n_boxes_total,n_boxes_drone,n_boxes_interf,detectado
all/hunter/hunter_3__seg0097.png,hunter,hunter_3,3,0,3,False
all/hunter/hunter_3__seg0098.png,hunter,hunter_3,2,0,2,False
all/hunter/hunter_3__seg0099.png,hunter,hunter_3,8,0,8,False
all/hunter/hunter_3__seg0100.png,hunter,hunter_3,5,0,5,False
all/hunter/hunter_3__seg0101.png,hunter,hunter_3,4,0,4,False
all/hunter/hunter_3__seg0102.png,hunter,hunter_3,3,0,3,False
all/hunter/hunter_3__seg0103.png,hunter,hunter_3,7,0,7,False
all/hunter/hunter_3__seg0104.png,hunter,hunter_3,1,0,1,False
all/hunter/hunter_3__seg0105.png,hunter,hunter_3,6,0,6,False
all/hunter/hunter_3__seg0106.png,hunter,hunter_3,1,0,1,False
all/hunter/hunter_3__seg0107.png,hunter,hunter_3,3,0,3,False
all/hunter/hunter_3__seg0108.png,hunter,hunter_3,3,0,3,False
all/hunter/hunter_3__seg0109.png,hunter,hunter_3,3,0,3,False
all/hunter/hunter_3__seg0110.png,hunter,hunter_3,1,0,1,False
all/hunter/hunter_3__seg0111.png,hunter,hunter_3,4,0,4,False
all/hunter/hunter_3__seg0112.png,hunter,hunter_3,5,0,5,False
all/hunter/hunter_3__seg0113.png,hunter,hunter_3,4,0,4,False
all/hunter/hunter_3__seg0114.png,hunter,hunter_3,3,0,3,False
all/hunter/hunter_3__seg0115.png,hunter,hunter_3,6,0,6,False
all/hunter/hunter_3__seg0116.png,hunter,hunter_3,7,0,7,False
all/hunter/hunter_3__seg0117.png,hunter,hunter_3,6,0,6,False
all/hunter/hunter_3__seg0118.png,hunter,hunter_3,7,0,7,False
all/hunter/hunter_3__seg0119.png,hunter,hunter_3,5,0,5,False
all/hunter/hunter_4__seg0000.png,hunter,hunter_4,15,0,15,False
all/hunter/hunter_4__seg0001.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0002.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0003.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0004.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0005.png,hunter,hunter_4,13,0,13,False
all/hunter/hunter_4__seg0006.png,hunter,hunter_4,13,0,13,False
all/hunter/hunter_4__seg0007.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0008.png,hunter,hunter_4,14,0,14,False
all/hunter/hunter_4__seg0009.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0010.png,hunter,hunter_4,3,0,3,False
all/hunter/hunter_4__seg0011.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0012.png,hunter,hunter_4,4,0,4,False
all/hunter/hunter_4__seg0013.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0014.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0015.png,hunter,hunter_4,6,0,6,False
all/hunter/hunter_4__seg0016.png,hunter,hunter_4,6,0,6,False
all/hunter/hunter_4__seg0017.png,hunter,hunter_4,14,0,14,False
all/hunter/hunter_4__seg0018.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0019.png,hunter,hunter_4,3,0,3,False
all/hunter/hunter_4__seg0020.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0021.png,hunter,hunter_4,13,0,13,False
all/hunter/hunter_4__seg0022.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0023.png,hunter,hunter_4,4,0,4,False
all/hunter/hunter_4__seg0024.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0025.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0026.png,hunter,hunter_4,6,0,6,False
all/hunter/hunter_4__seg0027.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0028.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0029.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0030.png,hunter,hunter_4,6,0,6,False
all/hunter/hunter_4__seg0031.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0032.png,hunter,hunter_4,4,0,4,False
all/hunter/hunter_4__seg0033.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0034.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0035.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0036.png,hunter,hunter_4,4,0,4,False
all/hunter/hunter_4__seg0037.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0038.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0039.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0040.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0041.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0042.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0043.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0044.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0045.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0046.png,hunter,hunter_4,13,0,13,False
all/hunter/hunter_4__seg0047.png,hunter,hunter_4,6,0,6,False
all/hunter/hunter_4__seg0048.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0049.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0050.png,hunter,hunter_4,5,0,5,False
all/hunter/hunter_4__seg0051.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0052.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0053.png,hunter,hunter_4,6,0,6,False
all/hunter/hunter_4__seg0054.png,hunter,hunter_4,14,0,14,False
all/hunter/hunter_4__seg0055.png,hunter,hunter_4,13,0,13,False
all/hunter/hunter_4__seg0056.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0057.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0058.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0059.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0060.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0061.png,hunter,hunter_4,4,0,4,False
all/hunter/hunter_4__seg0062.png,hunter,hunter_4,13,0,13,False
all/hunter/hunter_4__seg0063.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0064.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0065.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0066.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0067.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0068.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0069.png,hunter,hunter_4,13,0,13,False
all/hunter/hunter_4__seg0070.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0071.png,hunter,hunter_4,4,0,4,False
all/hunter/hunter_4__seg0072.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0073.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0074.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0075.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0076.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0077.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0078.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0079.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0080.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0081.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0082.png,hunter,hunter_4,5,0,5,False
all/hunter/hunter_4__seg0083.png,hunter,hunter_4,5,0,5,False
all/hunter/hunter_4__seg0084.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0085.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0086.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0087.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0088.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0089.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0090.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0091.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0092.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0093.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0094.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0095.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0096.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0097.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0098.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0099.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0100.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0101.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0102.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0103.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0104.png,hunter,hunter_4,5,0,5,False
all/hunter/hunter_4__seg0105.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0106.png,hunter,hunter_4,13,0,13,False
all/hunter/hunter_4__seg0107.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0108.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0109.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0110.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0111.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0112.png,hunter,hunter_4,10,0,10,False
all/hunter/hunter_4__seg0113.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4__seg0114.png,hunter,hunter_4,11,0,11,False
all/hunter/hunter_4__seg0115.png,hunter,hunter_4,9,0,9,False
all/hunter/hunter_4__seg0116.png,hunter,hunter_4,8,0,8,False
all/hunter/hunter_4__seg0117.png,hunter,hunter_4,7,0,7,False
all/hunter/hunter_4__seg0118.png,hunter,hunter_4,14,0,14,False
all/hunter/hunter_4__seg0119.png,hunter,hunter_4,12,0,12,False
all/hunter/hunter_4_conwifi__seg0000.png,hunter,hunter_4_conwifi,17,0,17,False
all/hunter/hunter_4_conwifi__seg0001.png,hunter,hunter_4_conwifi,18,0,18,False
all/hunter/hunter_4_conwifi__seg0002.png,hunter,hunter_4_conwifi,24,0,24,False
all/hunter/hunter_4_conwifi__seg0003.png,hunter,hunter_4_conwifi,25,0,25,False
all/hunter/hunter_4_conwifi__seg0004.png,hunter,hunter_4_conwifi,17,0,17,False
all/hunter/hunter_4_conwifi__seg0005.png,hunter,hunter_4_conwifi,18,0,18,False
all/hunter/hunter_4_conwifi__seg0006.png,hunter,hunter_4_conwifi,23,0,23,False
all/hunter/hunter_4_conwifi__seg0007.png,hunter,hunter_4_conwifi,19,0,19,False
all/hunter/hunter_4_conwifi__seg0008.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0009.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0010.png,hunter,hunter_4_conwifi,20,0,20,False
all/hunter/hunter_4_conwifi__seg0011.png,hunter,hunter_4_conwifi,19,0,19,False
all/hunter/hunter_4_conwifi__seg0012.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0013.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0014.png,hunter,hunter_4_conwifi,20,0,20,False
all/hunter/hunter_4_conwifi__seg0015.png,hunter,hunter_4_conwifi,17,0,17,False
all/hunter/hunter_4_conwifi__seg0016.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0017.png,hunter,hunter_4_conwifi,19,0,19,False
all/hunter/hunter_4_conwifi__seg0018.png,hunter,hunter_4_conwifi,18,0,18,False
all/hunter/hunter_4_conwifi__seg0000.png,hunter,hunter_4_conwifi,17,0,17,False
all/hunter/hunter_4_conwifi__seg0001.png,hunter,hunter_4_conwifi,18,0,18,False
all/hunter/hunter_4_conwifi__seg0002.png,hunter,hunter_4_conwifi,24,0,24,False
all/hunter/hunter_4_conwifi__seg0003.png,hunter,hunter_4_conwifi,25,0,25,False
all/hunter/hunter_4_conwifi__seg0004.png,hunter,hunter_4_conwifi,17,0,17,False
all/hunter/hunter_4_conwifi__seg0005.png,hunter,hunter_4_conwifi,18,0,18,False
all/hunter/hunter_4_conwifi__seg0006.png,hunter,hunter_4_conwifi,23,0,23,False
all/hunter/hunter_4_conwifi__seg0007.png,hunter,hunter_4_conwifi,19,0,19,False
all/hunter/hunter_4_conwifi__seg0008.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0009.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0010.png,hunter,hunter_4_conwifi,20,0,20,False
all/hunter/hunter_4_conwifi__seg0011.png,hunter,hunter_4_conwifi,19,0,19,False
all/hunter/hunter_4_conwifi__seg0012.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0013.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0014.png,hunter,hunter_4_conwifi,20,0,20,False
all/hunter/hunter_4_conwifi__seg0015.png,hunter,hunter_4_conwifi,17,0,17,False
all/hunter/hunter_4_conwifi__seg0016.png,hunter,hunter_4_conwifi,16,0,16,False
all/hunter/hunter_4_conwifi__seg0017.png,hunter,hunter_4_conwifi,19,0,19,False
all/hunter/hunter_4_conwifi__seg0018.png,hunter,hunter_4_conwifi,18,0,18,False
all/hunter/hunter_6__seg0000.png,hunter,hunter_6,13,0,13,False
all/hunter/hunter_6__seg0001.png,hunter,hunter_6,15,0,15,False
all/hunter/hunter_6__seg0002.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0003.png,hunter,hunter_6,14,0,14,False
all/hunter/hunter_6__seg0004.png,hunter,hunter_6,14,0,14,False
all/hunter/hunter_6__seg0005.png,hunter,hunter_6,14,0,14,False
all/hunter/hunter_6__seg0006.png,hunter,hunter_6,14,0,14,False
all/hunter/hunter_6__seg0007.png,hunter,hunter_6,12,0,12,False
all/hunter/hunter_6__seg0008.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0009.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0010.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0011.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0012.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0013.png,hunter,hunter_6,4,0,4,False
all/hunter/hunter_6__seg0014.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0015.png,hunter,hunter_6,3,0,3,False
all/hunter/hunter_6__seg0016.png,hunter,hunter_6,2,0,2,False
all/hunter/hunter_6__seg0017.png,hunter,hunter_6,2,0,2,False
all/hunter/hunter_6__seg0018.png,hunter,hunter_6,3,0,3,False
all/hunter/hunter_6__seg0019.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0020.png,hunter,hunter_6,3,0,3,False
all/hunter/hunter_6__seg0021.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0022.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0023.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0024.png,hunter,hunter_6,2,0,2,False
all/hunter/hunter_6__seg0025.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0026.png,hunter,hunter_6,3,0,3,False
all/hunter/hunter_6__seg0027.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0028.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0029.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0030.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0031.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0032.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0033.png,hunter,hunter_6,2,0,2,False
all/hunter/hunter_6__seg0034.png,hunter,hunter_6,3,0,3,False
all/hunter/hunter_6__seg0035.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0036.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0037.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0038.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0039.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0040.png,hunter,hunter_6,10,0,10,False
all/hunter/hunter_6__seg0041.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0042.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0043.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0044.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0045.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0046.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0047.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0048.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0049.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0050.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0051.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0052.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0053.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0054.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0055.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0056.png,hunter,hunter_6,10,0,10,False
all/hunter/hunter_6__seg0057.png,hunter,hunter_6,10,0,10,False
all/hunter/hunter_6__seg0058.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0059.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0060.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0061.png,hunter,hunter_6,10,0,10,False
all/hunter/hunter_6__seg0062.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0063.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0064.png,hunter,hunter_6,13,0,13,False
all/hunter/hunter_6__seg0065.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0066.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0067.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0068.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0069.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0070.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0071.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0072.png,hunter,hunter_6,13,0,13,False
all/hunter/hunter_6__seg0073.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0074.png,hunter,hunter_6,10,0,10,False
all/hunter/hunter_6__seg0075.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0076.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0077.png,hunter,hunter_6,12,0,12,False
all/hunter/hunter_6__seg0078.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0079.png,hunter,hunter_6,12,0,12,False
all/hunter/hunter_6__seg0080.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0081.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0082.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0083.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0084.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0085.png,hunter,hunter_6,10,0,10,False
all/hunter/hunter_6__seg0086.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0087.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0088.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0089.png,hunter,hunter_6,11,0,11,False
all/hunter/hunter_6__seg0090.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0091.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0092.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0093.png,hunter,hunter_6,13,0,13,False
all/hunter/hunter_6__seg0094.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0095.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0096.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0097.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0098.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0099.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0100.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0101.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0102.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0103.png,hunter,hunter_6,5,0,5,False
all/hunter/hunter_6__seg0104.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0105.png,hunter,hunter_6,9,0,9,False
all/hunter/hunter_6__seg0106.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0107.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0108.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0109.png,hunter,hunter_6,3,0,3,False
all/hunter/hunter_6__seg0110.png,hunter,hunter_6,10,0,10,False
all/hunter/hunter_6__seg0111.png,hunter,hunter_6,6,0,6,False
all/hunter/hunter_6__seg0112.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0113.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0114.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0115.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0116.png,hunter,hunter_6,3,0,3,False
all/hunter/hunter_6__seg0117.png,hunter,hunter_6,7,0,7,False
all/hunter/hunter_6__seg0118.png,hunter,hunter_6,8,0,8,False
all/hunter/hunter_6__seg0119.png,hunter,hunter_6,4,0,4,False
all/hunter/hunter_7__seg0000.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0001.png,hunter,hunter_7,7,0,7,False
all/hunter/hunter_7__seg0002.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0003.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0004.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0005.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0006.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0007.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0008.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0009.png,hunter,hunter_7,7,0,7,False
all/hunter/hunter_7__seg0010.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0011.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0012.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0013.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0014.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0015.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0016.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0017.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0018.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0019.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0020.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0021.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0022.png,hunter,hunter_7,7,0,7,False
all/hunter/hunter_7__seg0023.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0024.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0025.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0026.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0027.png,hunter,hunter_7,7,0,7,False
all/hunter/hunter_7__seg0028.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0029.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0030.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0031.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0032.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0033.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0034.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0035.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0036.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0037.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0038.png,hunter,hunter_7,1,0,1,False
all/hunter/hunter_7__seg0039.png,hunter,hunter_7,6,0,6,False
all/hunter/hunter_7__seg0040.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0041.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0042.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0043.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0044.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0045.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0046.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0047.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0048.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0049.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0050.png,hunter,hunter_7,1,0,1,False
all/hunter/hunter_7__seg0051.png,hunter,hunter_7,2,0,2,False
all/hunter/hunter_7__seg0052.png,hunter,hunter_7,8,0,8,False
all/hunter/hunter_7__seg0053.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0054.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0055.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0056.png,hunter,hunter_7,8,0,8,False
all/hunter/hunter_7__seg0057.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0058.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0059.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0060.png,hunter,hunter_7,5,0,5,False
all/hunter/hunter_7__seg0061.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0062.png,hunter,hunter_7,4,0,4,False
all/hunter/hunter_7__seg0063.png,hunter,hunter_7,3,0,3,False
all/hunter/hunter_7__seg0064.png,hunter,hunter_7,7,0,7,False
