path,capture_id,capture_type,distance_m,wifi_level,gt_presence,n_drone_bboxes,n_interf_bboxes,max_drone_conf,max_interf_conf
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0122.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,65,2,0.8886253237724304,0.006581377238035202
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0123.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,61,0,0.8964257836341858,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0124.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,65,0,0.8888728618621826,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0125.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,64,0,0.8952746391296387,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0126.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,74,0,0.8736346960067749,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0127.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,84,0,0.8497958779335022,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0128.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,62,0,0.8733111023902893,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0129.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,58,0,0.8985531330108643,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0130.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,48,1,0.9009652137756348,0.001168169779703021
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0131.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,70,4,0.8734140992164612,0.0034865839406847954
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0132.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,80,0,0.8747596144676208,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0133.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,81,0,0.8573228120803833,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0134.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,77,2,0.8774928450584412,0.00129692314658314
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0135.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,78,0,0.851055920124054,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0136.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,45,0,0.8561657667160034,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0137.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,62,0,0.8969030976295471,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0138.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,69,5,0.8537319302558899,0.0036110240034759045
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0139.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,68,0,0.8867206573486328,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0140.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,45,0,0.8884230852127075,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0141.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,57,0,0.9008948802947998,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0142.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,73,3,0.9107289910316467,0.0032065152190625668
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0143.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,79,0,0.8482638001441956,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0144.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,86,7,0.8711118102073669,0.005500474479049444
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0145.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,77,0,0.8773123621940613,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0146.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,75,1,0.8874437212944031,0.002981988014653325
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0147.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,59,2,0.9096019864082336,0.00949181243777275
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0148.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,62,0,0.8974104523658752,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d10_w3_s02_cap01__seg0149.png,mini3_drone_d10_w3_s02_cap01,drone,10,3,1,60,2,0.8988972306251526,0.01197728794068098
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0000.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,42,0,0.87835693359375,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0001.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,23,0,0.910389244556427,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0002.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,20,0,0.9124898910522461,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0003.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,39,0,0.8857267498970032,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0004.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,36,0,0.8736172914505005,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0005.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,20,0,0.8840877413749695,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0006.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,20,0,0.8996278047561646,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0007.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,33,0,0.9319756031036377,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0008.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,25,0,0.9066945314407349,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0009.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,24,0,0.9173744916915894,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0010.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,35,0,0.9073856472969055,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0011.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,44,0,0.9097056984901428,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0012.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,52,0,0.8626709580421448,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0013.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,61,0,0.8451005220413208,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0014.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,13,0,0.8466965556144714,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0015.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,66,0,0.7920668125152588,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0016.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,106,0,0.7563951015472412,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0017.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,64,0,0.7722172737121582,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0018.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,11,0,0.9043903946876526,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0019.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,13,0,0.9100868105888367,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0020.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,12,0,0.905215322971344,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0021.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,13,0,0.9019662141799927,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0022.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,33,0,0.9044483304023743,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0023.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,37,0,0.8948174118995667,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0024.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,15,0,0.8992017507553101,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0025.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,52,0,0.8707811236381531,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0026.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,66,0,0.8698397874832153,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0027.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,58,0,0.8748065233230591,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0028.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,48,0,0.863498866558075,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0029.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,18,0,0.8444684743881226,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0030.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,146,0,0.1295764446258545,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0031.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,14,0,0.8651211857795715,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0032.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,20,0,0.8995893597602844,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0033.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,29,0,0.9001919627189636,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0034.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,44,0,0.918036162853241,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0035.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,37,0,0.8877321481704712,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0036.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,36,0,0.831754207611084,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0037.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,55,0,0.8070141077041626,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0038.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,51,0,0.8486983180046082,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0039.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,105,0,0.7696008086204529,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0040.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,148,1,0.7219773530960083,0.0013249429175630212
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0041.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,221,0,0.7395572662353516,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0042.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,193,0,0.6824741959571838,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0043.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,187,0,0.5472726821899414,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0044.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,222,0,0.7193068265914917,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0045.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,244,0,0.7214439511299133,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0046.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,277,0,0.7106553912162781,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0047.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,300,0,0.4862000048160553,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0048.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,238,0,0.6026874780654907,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0049.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,300,0,0.6481667160987854,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0050.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,265,0,0.5209646224975586,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0051.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,300,0,0.4560583233833313,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0052.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,232,0,0.5789849758148193,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0053.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,196,0,0.5862096548080444,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0054.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,176,0,0.5927163362503052,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0055.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,224,0,0.7205560803413391,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0056.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,180,0,0.737551212310791,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0057.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,117,0,0.6019569039344788,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0058.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,122,0,0.7196391820907593,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0059.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,170,0,0.715132474899292,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0060.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,147,0,0.6842710375785828,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0061.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,186,0,0.6877198815345764,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0062.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,149,0,0.6754738688468933,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0063.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,119,0,0.7606952786445618,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0064.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,233,0,0.7407936453819275,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0065.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,120,0,0.6769328117370605,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0066.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,205,0,0.667238712310791,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0067.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,190,0,0.6560837626457214,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0068.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,159,0,0.7234556674957275,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0069.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,185,0,0.7169209122657776,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0070.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,138,0,0.7037885189056396,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0071.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,172,0,0.7197350263595581,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0072.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,130,0,0.7012535333633423,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0073.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,139,0,0.6877719163894653,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0074.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,163,0,0.7251527905464172,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0075.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,135,0,0.6817089915275574,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0076.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,160,0,0.6062086820602417,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0077.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,228,0,0.4485953748226166,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0078.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,71,0,0.6338986754417419,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0079.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,151,0,0.7469517588615417,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0080.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,167,0,0.647747278213501,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0081.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,178,0,0.7214382290840149,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0082.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,169,0,0.6802087426185608,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0083.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,200,0,0.6661962866783142,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0084.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,128,0,0.779186487197876,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0085.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,95,0,0.7960191369056702,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0086.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,80,0,0.7533520460128784,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0087.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,97,0,0.7652078866958618,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0088.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,137,0,0.678857147693634,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0089.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,187,0,0.3085750937461853,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0090.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,185,0,0.19982831180095673,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0091.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,196,0,0.20972207188606262,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0092.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,248,0,0.16255171597003937,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0093.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,139,0,0.1281704306602478,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0094.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,205,0,0.2574276626110077,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0095.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,230,0,0.2367190718650818,0.0
C:/TFG/spectre-main/spectre-main/data/mini3_detector_python_v3/all/drone/mini3_drone_d5_w1_s01_cap01__seg0096.png,mini3_drone_d5_w1_s01_cap01,drone,5,1,1,228,0,0.25660669803619385,0.0
